GovernmentName,FiscalYear,TaxRateMO,TaxRateIS,TaxRateTotal,TaxableValue,BudgetedTotalExpenditures,Population,ADAWealth,ADA,ADA5YrsAgo,ADAGrowth,ADAGrowthPct,PledgeType,TotalPrincipalOutstanding,TotalInterestOutstanding,TotalDebtServiceOutstanding,GODebtToTaxableValue,GODebtServiceToTaxableValue,DebtPerCapitaPledgeType,DebtPerADA,DebtServiceToExpenditures
Sweeny ISD,2020,0.99,0.1517,1.1417,3381954611,26844493,9548,1049131.13,1811.311,1889,-77.689,-4.1127,GO,56480000,18350574,74830574,1.67,2.2126,5915,31187,2.7876
East Bernard ISD,2020,1.0683,0.3092,1.3775,406125224,21300034,4482,460823.17,880.508,953,-72.492,-7.6067,GO,21020000,11788325,32808325,5.1757,8.0784,4690,23859,1.5403
Thorndale ISD,2011,1.17,0.145,1.315,112588000,6357604,2670,217463.4416,518,500,18,3.6,GO,1938000,197950,2135950,1.7213,1.8971,726,3741,0.336
Whitesboro ISD,2007,1.37,0.167,1.537,343060194,14238059,7975,225528.4981,1521,1454,67,4.608,GO,16090000,12953694,29043694,4.6901,8.4661,2018,10579,2.0399
Hale Center ISD,2019,1.17,0.2555,1.4255,90052017,7976585,3265,139447.0507,583.672,587,-3.328,-0.567,GO,4769135,5145328,9914463,5.296,11.0097,1461,8166,1.2429
Mercedes ISD,2014,1.04,0.25,1.29,445991020,74609934,22182,,5382,5168,214,4.1409,GO,62189693,34710893,96900586,13.9442,21.727,2804,11555,1.2988
La Porte ISD,2007,1.37,0.265,1.635,5152772775,76650451,38853,701483.2778,7346,7171,175,2.4404,GO,107985000,58111067,166096067,2.0957,3.2234,2779,14700,2.1669
Early ISD,2021,1.0376,0.2885,1.3261,394655526,16225455,4577,364979.37,1080.099,1118,-37.901,-3.3901,GO,16251849,6280251,22532100,4.118,5.7093,3551,15048,1.3887
United ISD,2021,0.9664,0.2324,1.1988,16991148574,529093320,285305,441652.78,39745.132,40588,-842.868,-2.0766,GO,464944884,265906704,730851588,2.7364,4.3014,1630,11698,1.3813
Pecos-Barstow-Toyah ISD,2021,0.9664,0.0841,1.0505,13722405654,71755860,12980,6185359.07,2411.335,2313,98.335,4.2514,GO,971817,953183,1925000,0.0071,0.014,75,403,0.0268
Granger ISD,2018,1.04,0.065,1.105,144403409,4596675,2060,337810.44,418,389,29,7.455,GO,460000,39981,499981,0.3186,0.3462,223,1100,0.1088
Tioga ISD,2011,1.04,0.35,1.39,72888432,1766640,1051,576083.8418,127,162,-35,-21.6049,GO,3150000,1800413,4950413,4.3217,6.7918,2997,24803,2.8022
Etoile ISD,2015,1.17,0.14,1.31,46662912,1811699,1510,437671.3195,115,138,-23,-16.6667,GO,2410000,1372406,3782406,5.1647,8.1058,1596,20957,2.0878
Sinton ISD,2019,1.17,0.279,1.449,514622684,23652585,9055,215443.1949,1938.752,2009,-70.248,-3.4967,GO,23822224,13899764,37721988,4.6291,7.33,2631,12286,1.5948
Tenaha ISD,2019,1.04,0.1215,1.1615,104172726,6940462,3109,197738.8612,502.162,514,-11.838,-2.3031,GO,2955000,1245600,4200600,2.8366,4.0323,950,5886,0.6052
Greenwood ISD,2008,1.04,0.129,1.169,542583104,12770145,4932,357794.6764,1516,1446,70,4.8409,GO,15485000,7427796,22912796,2.8539,4.2229,3140,10214,1.7942
Red Lick ISD,2008,0.9,0.283,1.183,138448574,6256745,2500,358940.0827,386,338,48,14.2012,GO,5960000,4774975,10734975,4.3048,7.7538,2384,15440,1.7157
New Braunfels ISD,2021,0.8975,0.3258,1.2233,6521054547,131781641,53825,729455.05,8932.686,8068,864.686,10.7175,GO,244235226,102380521,346615747,3.7453,5.3153,4538,27341,2.6302
Chireno ISD,2018,1.1117,0,1.1117,110352338,4289403,1948,304390.7544,361,349,12,3.4384,GO,850000,235697,1085697,0.7703,0.9838,436,2355,0.2531
Ben Bolt-Palito Blanco ISD,2007,1.261,0.116,1.377,60033812,6248169,2269,109433.3307,549,624,-75,-12.0192,GO,3855000,2030355,5885355,6.4214,9.8034,1699,7022,0.9419
Waco ISD,2021,1.0398,0.2242,1.264,6912192153,194048606,97594,479462.89,13188.498,13649,-460.502,-3.3739,GO,133030000,42019196,175049196,1.9246,2.5325,1363,10087,0.9021
Del Valle ISD,2019,1.04,0.35,1.39,6208581803,190410226,45319,521148.7504,9884.702,10687,-802.298,-7.5072,GO,185209999,84731626,269941625,2.9831,4.3479,4087,18736,1.4177
Como-Pickton ISD,2014,,,,,7646090,3182,,714,751,-37,-4.9268,LP,2770324,798431,3568755,,,871,3880,0.4667
Westphalia ISD,2021,,,,,1991747,725,132726.9,155.248,153,2.248,1.4693,LP,413000,53138,466138,,,570,2665,0.234
Clear Creek ISD,2019,1.06,0.34,1.4,22268986923,520349683,236204,560249.7087,39428.39,38228,1200.39,3.1401,GO,910060000,464830021,1374890021,4.0867,6.174,3853,23082,2.6422
Burton ISD,2012,1.04,0.13,1.17,364532858,6603943,1873,1064957.6042,342,271,71,26.1993,GO,7150000,3710046,10860046,1.9614,2.9792,3817,20906,1.6445
La Porte ISD,2015,1.04,0.41,1.45,7072780161,89226734,40733,1012256.9827,7128,7236,-108,-1.4925,GO,346380000,166831060,513211060,4.8974,7.2561,8504,48594,5.7518
Terrell ISD,2016,1.17,0.29,1.46,1366835340,45540316,27500,353940.304,3862,3850,12,0.3117,GO,70041098,78780979,148822077,5.1243,10.8881,2547,18136,3.2679
Community ISD,2020,1.0683,0.5,1.5683,1050451413,45921407,13541,448580.89,2339.691,1823,516.691,28.3429,GO,87940000,64713319,152653319,8.3716,14.5322,6494,37581,3.3242
Clyde CISD,2011,1.04,0.36,1.4,335977885,24852636,10965,246881.0007,1361,1396,-35,-2.5072,GO,23786005,16741913,40527919,7.0796,12.0627,2169,17477,1.6307
Hearne ISD,2017,1.04,0.23,1.27,370786831,11526535,5603,489419.2563,803,884,-81,-9.1629,GO,10500000,2484233,12984233,2.8318,3.5018,1874,13076,1.1265
Austin ISD,2016,1.079,0.123,1.202,86342881768,1049366594,910833,1130822.9042,76454,78914,-2460,-3.1173,GO,819814015,367783621,1187597636,0.9495,1.3754,900,10723,1.1317
Comanche ISD,2021,1.0384,0.1463,1.1847,479740594,18567007,7031,406323.75,1179.494,1222,-42.506,-3.4784,GO,8896000,1733694,10629694,1.8543,2.2157,1265,7545,0.5725
Santa Gertrudis ISD,2016,1.04,0.3638,1.4038,151777320,8833275,47,233976.2012,649,416,233,56.0096,GO,4584000,534654,5118654,3.0202,3.3725,97532,7063,0.5795
Waxahachie ISD,2016,1.17,0.3839,1.5539,3074292975,89971183,52217,397826.8175,7720,7093,627,8.8397,GO,230745693,214902719,445648413,7.5057,14.496,4419,29889,4.9532
Howe ISD,2015,1.17,0.285,1.455,212079483,10330571,4782,218183.3558,969,949,20,2.1075,GO,8914753,3956757,12871510,4.2035,6.0692,1864,9200,1.246
Merkel ISD,2007,1.32,0.014,1.334,346866146,11244712,7352,306914.7465,1130,1302,-172,-13.2104,GO,1705000,311310,2016310,0.4915,0.5813,232,1509,0.1793
City View ISD,2008,1.04,0.227,1.267,162306416,9924978,4000,179243.8879,906,1017,-111,-10.9145,GO,5859502,9040498,14900000,3.6101,9.1802,1465,6467,1.5013
Alba-Golden ISD,2010,1.04,0.066,1.106,222924727,8758095,4079,278920.5346,799,773,26,3.3635,GO,2240000,1421605,3661605,1.0048,1.6425,549,2804,0.4181
Timpson ISD,2020,1.0683,0.256,1.3243,130577661,11506230,4316,231488.39,619.893,587,32.893,5.6036,GO,8375000,2749950,11124950,6.4138,8.5198,1940,13508,0.9669
Bishop CISD,2016,1.0392,0.3671,1.4064,494500863,15785060,5890,392931.8219,1296,1187,109,9.1828,GO,18882763,8519744,27402506,3.8186,5.5414,3206,14570,1.736
Corsicana ISD,2009,1.04,0.246,1.286,1318119723,50590170,35525,253116.4237,5208,5064,144,2.8436,GO,66805000,46023044,112828044,5.0682,8.5598,1881,12827,2.2302
Granbury ISD,2010,1.04,0.115,1.155,4704414834,70291444,43065,756373.6359,6220,6210,10,0.161,GO,47488219,45211644,92699863,1.0094,1.9705,1103,7635,1.3188
Aransas County ISD,2019,1.06,0.1039,1.1639,2521330056,39269923,22472,1097918.1857,2641.349,3064,-422.651,-13.7941,GO,25951000,9146582,35097582,1.0293,1.392,1155,9826,0.8938
Mart ISD,2007,1.271,0.149,1.42,74831341,5687573,3500,129725.6637,577,691,-114,-16.4978,GO,3610000,1515151,5125151,4.8242,6.8489,1031,6256,0.9011
Roma ISD,2009,1.17,0.268,1.438,565757614,91463958,23568,97992.4444,5773,5748,25,0.4349,GO,61314989,44914183,106229171,10.8377,18.7764,2602,10621,1.1614
Monahans-Wickett-Pyote ISD,2013,0.9733,0.1361,1.1094,1673427843,23896274,9140,854471.5492,1958,1840,118,6.413,GO,21999145,6284108,28283253,1.3146,1.6901,2407,11236,1.1836
Avalon ISD,2010,1.17,0.076,1.246,32211601,2820894,460,114586.7682,281,213,68,31.9249,GO,1240000,802540,2042540,3.8495,6.341,2696,4413,0.7241
Brownsboro ISD,2014,1.17,0.29,1.46,597613569,31824603,15578,,2582,2665,-83,-3.1144,GO,31925598,16146003,48071602,5.3422,8.0439,2049,12365,1.5105
Coldspring-Oakhurst CISD,2015,1.04,0.055,1.095,999019947,19219291,11877,714806.4638,1398,1520,-122,-8.0263,GO,2481847,133309,2615156,0.2484,0.2618,209,1775,0.1361
Raymondville ISD,2013,1.04,0.34,1.38,286971698,26991479,9192,143567.6826,1999,2052,-53,-2.5828,GO,21180000,10036243,31216243,7.3805,10.8778,2304,10595,1.1565
Texarkana ISD,2021,1.0547,0.255,1.3097,2214395576,98742689,36501,346637.18,6388.223,6424,-35.777,-0.5569,GO,41165000,27911344,69076344,1.859,3.1194,1128,6444,0.6996
Commerce ISD,2019,1.17,0.3693,1.5393,466184736,19325078,10355,301304.5517,1404.517,1439,-34.483,-2.3963,GO,21070000,6402053,27472053,4.5197,5.893,2035,14996,1.4216
Natalia ISD,2007,1.34,0.164,1.504,105238579,11828159,5944,98692.0399,1066,1052,14,1.3308,GO,6110000,1779549,7889549,5.8059,7.4968,1028,5732,0.667
Savoy ISD,2017,1.17,0.283,1.453,85473998,3190057,1729,310119.7338,267,251,16,6.3745,GO,1495000,206666,1701666,1.7491,1.9909,865,5599,0.5334
Eagle Pass ISD,2009,1.04,0.187,1.227,1630385271,131557520,52353,122874.1962,13269,12396,873,7.0426,GO,73474340,51830620,125304960,4.5066,7.6856,1403,5537,0.9525
Belton ISD,2012,,,,,108018695,46208,231594.329,8915,7721,1194,15.4643,REV,1925000,562892,2487892,,,42,216,0.023
Highland Park ISDb,2021,0.9664,0.131,1.0974,1329697731,19019100,8553,1662801.83,799.673,847,-47.327,-5.5876,GO,17345000,6256019,23601019,1.3044,1.7749,2028,21681,1.2409
Copperas Cove ISD,2016,1.04,0.177,1.217,1279159072,79047672,53998,175139.9964,7303,7401,-98,-1.3241,GO,19119995,2981756,22101750,1.4947,1.7278,354,2618,0.2796
Kermit ISD,2012,1.04,0.232,1.272,770514771,24023040,5142,660932.2105,1166,1206,-40,-3.3167,GO,29810000,22076378,51886378,3.8688,6.734,5797,25566,2.1599
San Marcos CISD,2020,0.99,0.3239,1.3139,6358967648,151306693,72099,874082.48,7273.911,7270,3.911,0.0538,GO,219515000,102623112,322138112,3.4521,5.0659,3045,30178,2.129
Big Sandy ISDa,2013,1.04,0.1548,1.1948,288232933,5603006,2292,619791.7914,465,465,0,0,GO,3285477,890261,4175738,1.1399,1.4487,1433,7066,0.7453
Latexo ISD,2011,1.04,0.2,1.24,140246341,4810239,2250,332933.7415,421,415,6,1.4458,GO,2175000,493178,2668178,1.5508,1.9025,967,5166,0.5547
Keller ISD,2008,1.04,0.317,1.357,9310432276,245892126,125764,343888.2909,27074,18413,8661,47.0374,GO,603100492,544544896,1147645388,6.4777,12.3264,4795,22276,4.6673
Buffalo ISD,2009,1.04,0.201,1.241,603953315,9603688,3686,777743.1279,777,727,50,6.8776,GO,19160000,10379744,29539744,3.1724,4.8911,5198,24659,3.0759
Scurry-Rosser ISD,2018,1.17,0.16,1.33,170526129,11063111,5198,157891.3091,980,930,50,5.3763,GO,11210000,4492525,15702525,6.5738,9.2083,2157,11439,1.4194
Follett ISD,2018,1.04,0.223,1.263,129115849,2216722,570,816623.0314,133,163,-30,-18.4049,GO,285000,2850,287850,0.2207,0.2229,500,2143,0.1299
Mexia ISD,2014,1.04,0.0716,1.1116,436652065,19242813,10112,,1800,1968,-168,-8.5366,GO,895000,1410900,2305900,0.205,0.5281,89,497,0.1198
Hermleigh ISD,2011,1.04,0.3,1.34,400135257,9696419,1195,1929776.3036,207,164,43,26.2195,GO,10715000,3003489,13718489,2.6778,3.4285,8967,51763,1.4148
Liberty Hill ISD,2020,0.97,0.5,1.47,2900694647,101196375,18073,623429.87,4654.666,3320,1334.666,40.2008,GO,224417642,185013454,409431096,7.7367,14.1149,12417,48210,4.0459
Friendswood ISD,2015,1.04,0.327,1.367,2339233581,52868750,25554,398939.2301,5850,5711,139,2.4339,GO,105515000,66716216,172231216,4.5107,7.3627,4129,18037,3.2577
New Home ISD,2008,1.17,0.087,1.257,40916313,2031384,907,225151.3966,182,192,-10,-5.2083,GO,630000,282415,912415,1.5397,2.23,695,3462,0.4492
Richland Springs ISD,2015,,,,,1794118,707,546795.9071,107,118,-11,-9.322,LP,425000,141831,566831,,,601,3972,0.3159
Mount Enterprise ISD,2018,1.17,0.0636,1.2336,54968522,4199322,1665,157029.1845,374,345,29,8.4058,GO,2536738,1018112,3554850,4.6149,6.4671,1524,6783,0.8465
Eagle Pass ISD,2014,1.04,0.1171,1.1572,2003562349,134449818,56453,,14036,13448,588,4.3724,GO,59310000,34873523,94183523,2.9602,4.7008,1051,4226,0.7005
Weatherford ISD,2014,1.17,0.22,1.39,3447410091,72103169,49308,,7266,7026,240,3.4159,GO,66330495,122484500,188814995,1.9241,5.477,1345,9129,2.6187
Rio Hondo ISD,2009,1.04,0.249,1.289,205291238,24044313,8413,95410.7195,2152,2036,116,5.6974,GO,24240985,15093766,39334751,11.8081,19.1605,2881,11264,1.6359
El Paso ISD,2009,1.04,0.195,1.235,14198410873,613685982,360000,246968.0603,57491,58400,-909,-1.5565,GO,494585003,338748077,833333080,3.4834,5.8692,1374,8603,1.3579
Beaumont ISD,2015,1.04,0.275,1.315,9791252789,177650110,138727,555228.1476,17623,18183,-560,-3.0798,GO,379005000,255981185,634986185,3.8709,6.4852,2732,21506,3.5744
Murchison ISD,2015,,,,,2054956,1197,198901.3409,198,126,72,57.1429,LP,515000,105280,620280,,,430,2601,0.3018
Belton ISD,2019,,,,,147644485,63634,259291.444,11062.872,9858,1204.872,12.2223,REV,1015000,141642,1156642,,,16,92,0.0078
Hidalgo ISD,2020,1.0684,0.2279,1.2963,555521852,42009713,9612,207236.95,2674.703,2943,-268.297,-9.1164,GO,27314000,7289456,34603456,4.9168,6.229,2842,10211,0.8237
Jayton-Girard ISD,2018,1.0401,0,1.0401,399146646,3355920,857,2511428.4152,131,127,4,3.1496,GO,2035000,209127,2244127,0.5098,0.5622,2375,15534,0.6687
Pasadena ISD,2020,1.0984,0.28,1.3784,15235984605,658632884,255325,342740.05,46223.243,51809,-5585.757,-10.7814,GO,724005000,365451414,1089456414,4.7519,7.1505,2836,15663,1.6541
Bellville ISD,2015,1.08,0.18,1.26,1101071771,21230001,12014,537221.2526,2045,2022,23,1.1375,GO,23283039,9992711,33275750,2.1146,3.0221,1938,11385,1.5674
Manor ISD,2007,1.343,0.425,1.768,1909547346,72098422,18775,412498.6355,4629,2524,2105,83.3994,GO,108126811,84567615,192694425,5.6624,10.0911,5759,23359,2.6727
Mount Calm ISD,2019,1.17,0.0635,1.2335,32542923,2187296,1032,175318.7404,171.133,146,25.133,17.2144,GO,1520000,637182,2157182,4.6708,6.6287,1473,8889,0.9862
Dodd City ISD,2015,1.04,0.23,1.27,41109881,3325287,1176,115182.0079,357,298,59,19.7987,GO,4514999,2482501,6997500,10.9828,17.0215,3839,12647,2.1043
Johnson City ISD,2021,0.9499,0.1939,1.1438,981774243,13599232,5350,1676221.2,584.787,662,-77.213,-11.6636,GO,12535000,1545800,14080800,1.2768,1.4342,2343,21427,1.0354
Union Grove ISD,2020,1.0683,0.3498,1.4181,157765797,9630028,2873,227358.77,692.771,697,-4.229,-0.6067,GO,12169000,6629295,18798295,7.7133,11.9153,4236,17560,1.952
Los Fresnos CISD,2020,1.0683,0.1198,1.1882,2278458345,118962918,42682,224047.89,9327.724,10039,-711.276,-7.0851,GO,23640000,16148531,39788531,1.0375,1.7463,554,2534,0.3345
Central Heights ISD,2021,0.9664,0.27,1.2364,136011371,11153502,2800,156162.26,1046.606,1095,-48.394,-4.4195,GO,11600000,4008234,15608234,8.5287,11.4757,4143,11079,1.3994
Oakwood ISD,2016,1.04,0.2044,1.2444,103597364,2136733,1613,620559.0205,167,199,-32,-16.0804,GO,2854000,71945,2925945,2.7549,2.8243,1769,17090,1.3694
Plains ISD,2014,0.9779,0.31,1.2879,1122099399,17947027,2217,,444,449,-5,-1.1136,GO,41480000,13914819,55394819,3.6966,4.9367,18710,93423,3.0866
Higgins ISD,2020,1.063,0.31,1.373,223081907,2690118,792,3798451.35,58.761,127,-68.239,-53.7315,GO,610000,6100,616100,0.2734,0.2762,770,10339,0.229
De Leon ISD,2011,0.998,0.197,1.195,156172194,12362841,3255,239275.418,653,614,39,6.3518,GO,6065000,1899643,7964643,3.8835,5.0999,1863,9288,0.6442
Lindale ISD,2011,1.06,0.415,1.475,1033464681,43365027,20273,291901.0799,3540,3172,368,11.6015,GO,64750650,50010665,114761314,6.2654,11.1045,3194,18291,2.6464
Port Arthur ISD,2007,1.37,0.114,1.484,3687355646,114502225,62000,442431.4617,8334,9966,-1632,-16.3757,GO,109092550,76940993,186033543,2.9586,5.0452,1760,13090,1.6247
San Benito CISD,2018,1.17,0.1349,1.3049,992408397,119946790,42258,97799.695,9521,9986,-465,-4.6565,GO,65735000,23621434,89356434,6.6238,9.004,1556,6904,0.745
Waco ISD,2018,,,,,172920153,99777,351563.5217,13379,13574,-195,-1.4366,LP,670000,37971,707971,,,7,50,0.0041
Huntsville ISD,2016,1.04,0.14,1.18,2266400243,63652056,62665,358316.5305,6314,5779,535,9.2577,GO,21280000,5634500,26914500,0.9389,1.1875,340,3370,0.4228
Boles ISD,2016,1.17,0.3529,1.5229,13919310,5873201,878,28886.0964,474,467,7,1.4989,GO,5790000,1458762,7248762,41.5969,52.077,6595,12215,1.2342
Sheldon ISD,2021,1.0416,0.46,1.5016,5580856276,183023695,45903,600559.39,9632.835,8151,1481.835,18.1798,GO,378569996,173552814,552122810,6.7834,9.8932,8247,39299,3.0167
Collinsville ISD,2009,1.17,0.074,1.244,120862485,5309615,2414,230098.1124,525,533,-8,-1.5009,GO,1325000,607300,1932300,1.0963,1.5988,549,2524,0.3639
Detroit ISD,2016,1.17,0.2115,1.3815,60861111,7574242,2214,123708.234,492,447,45,10.0671,GO,5770000,2534738,8304738,9.4806,13.6454,2606,11728,1.0964
Wilson ISD,2018,1.17,0,1.17,41486139,2268315,777,378273.66,114,125,-11,-8.8,GO,540000,94452,634452,1.3016,1.5293,695,4737,0.2797
Luling ISD,2013,1.039,0.0762,1.1152,424001154,12497515,7100,324615.0596,1306,1362,-56,-4.1116,GO,3295000,1489690,4784690,0.7771,1.1285,464,2523,0.3829
La Marque ISD,2014,1.04,0.18,1.22,1437593037,31315252,18087,,2208,3014,-806,-26.7419,GO,20712568,7269429,27981997,1.4408,1.9464,1145,9381,0.8936
Fredericksburg ISD,2011,1.04,0.106,1.146,2281733004,31176518,19451,816610.7775,2794,2676,118,4.4096,GO,19074877,4654768,23729645,0.836,1.04,981,6827,0.7611
Como-Pickton ISD,2012,,,,,7723224,,195746.1131,716,777,-61,-7.8507,LP,3133001,1079636,4212637,,,,4376,0.5455
Bay City ISD,2008,1.17,0.15,1.32,979714660,38581273,21167,266509.0342,3676,3999,-323,-8.077,GO,23533484,10001477,33534961,2.4021,3.4229,1112,6402,0.8692
Anahuac ISD,2020,0.99,0.41,1.4,533224710,16304016,6008,448556.3,1336.189,1212,124.189,10.2466,GO,21890000,7402743,29292743,4.1052,5.4935,3643,16385,1.7967
Colmesneil ISD,2021,0.9973,0,0.9973,156223002,5335837,2774,365923.09,427.135,422,5.135,1.2168,GO,950000,84545,1034545,0.6081,0.6622,342,2225,0.1939
Beaumont ISD,2009,,,,,221582346,119869,509961.4705,17682,19228,-1546,-8.0404,LP,6555000,1865475,8420475,,,55,371,0.038
Navarro ISD,2023,0.9105,0.433,1.3435,2932688708,33005435,8218,722210.0424,2028.2,1843.798,184.402,10.0012,GO,116831494,98591507,215423000,3.9838,7.3456,14217,57609,6.5269
McAllen ISD,2014,1.04,0.125,1.165,6157150795,252586406,118175,,23302,23262,40,0.172,GO,108986000,40845164,149831164,1.7701,2.4334,922,4677,0.5932
Somerset ISD,2007,1.37,0.167,1.537,269405880,41652319,14399,84800.831,3177,2787,390,13.9935,GO,26984991,19872156,46857146,10.0165,17.3928,1874,8494,1.125
Brady ISD,2020,0.97,0.3279,1.2979,555548295,15729531,6614,480080.44,919.285,1183,-263.715,-22.2921,GO,16170000,5850441,22020441,2.9106,3.9637,2445,17595,1.3999
Sunnyvale ISD,2015,1.024,0.386,1.41,870198976,16462365,7344,591938.616,1470,1106,364,32.9114,GO,61932581,45315988,107248570,7.1171,12.3246,8433,42131,6.5148
Smyer ISD,2009,,,,,3773485,1620,314588.1577,340,382,-42,-10.9948,LP,508000,123956,631956,,,314,1494,0.1675
Pecos-Barstow-Toyah ISD,2008,1.04,0.33,1.37,809987322,23342981,9793,400625.0452,2022,2421,-399,-16.4808,GO,28750000,17467905,46217905,3.5494,5.706,2936,14219,1.9799
China Spring ISD,2020,0.97,0.3241,1.2941,1019507722,29882633,13697,370961.18,2738.339,2493,245.339,9.8411,GO,33064986,12252159,45317145,3.2432,4.445,2414,12076,1.5165
Brownwood ISD,2016,1.04,0.1751,1.2151,1261872075,35465432,20100,371961.0245,3392,3321,71,2.1379,GO,24025000,8274638,32299638,1.9039,2.5597,1195,7083,0.9107
Anahuac ISD,2010,1.04,0.138,1.178,291501778,14094144,7268,245111.6937,1189,1383,-194,-14.0275,GO,16905000,7503869,24408869,5.7993,8.3735,2326,14218,1.7318
Newton ISD,2008,0.991,0.181,1.172,210961142,13532282,6653,179573.1857,1175,1213,-38,-3.1327,GO,8494996,3749104,12244100,4.0268,5.804,1277,7230,0.9048
Liberty ISD,2021,0.9764,0.323,1.2994,1030852097,35239516,11954,503460.77,2042.428,1985,57.428,2.8931,GO,39326549,10452045,49778594,3.815,4.8289,3290,19259,1.4126
Splendora ISD,2009,1.04,0.47,1.51,327944062,40787569,14227,104681.4848,3133,2861,272,9.5072,GO,46060131,33727464,79787595,14.0451,24.3296,3238,14702,1.9562
Crosby ISD,2018,1.17,0.5,1.67,1781943068,67968611,31383,303038.8683,5696,4914,782,15.9137,GO,158184986,104070717,262255703,8.8771,14.7174,5040,27771,3.8585
White Oak ISD,2018,1.17,0.333,1.503,314387824,13790863,6998,234183.5261,1419,1349,70,5.189,GO,20895000,7124058,28019058,6.6462,8.9123,2986,14725,2.0317
Deer Park ISD,2014,1.2367,0.32,1.5567,7075132214,227863462,50630,,12209,11664,545,4.6725,GO,257065000,96597721,353662721,3.6334,4.9987,5077,21055,1.5521
Wellington ISD,2014,,,,,7379800,4882,92.877,555,592,-37,-6.25,LP,1555000,168088,1723088,,,319,2802,0.2335
Clarendon ISD,2011,,,,,6189336,,278385.7087,472,478,-6,-1.2552,LP,1125861,528820,1654681,,,,2385,0.2673
Judson ISD,2010,1.04,0.423,1.463,5963154985,321664455,95628,294441.1947,20252,17039,3213,18.8567,GO,401166628,310550958,711717587,6.7274,11.9353,4195,19809,2.2126
Bland ISD,2008,1.04,0.05,1.09,104864407,4589411,2026,195306.5939,537,530,7,1.3208,GO,150000,11250,161250,0.143,0.1538,74,279,0.0351
Georgetown ISD,2014,1.08,0.318,1.398,5688668115,128932395,67141,,9975,9741,234,2.4022,GO,208090000,113637200,321727200,3.658,5.6556,3099,20861,2.4953
Booker ISD,2013,1.12,0.06,1.18,301431367,4948334,1743,845280.8205,357,348,9,2.5862,GO,505000,6481,511481,0.1675,0.1697,290,1415,0.1034
Belton ISD,2013,1.17,0.351,1.521,2123341470,111657935,46208,229100.5253,9268,7957,1311,16.4761,GO,134584996,86362002,220946998,6.3384,10.4056,2913,14521,1.9788
Brownsville ISD,2015,1.04,0.1057,1.1457,5396847770,508543693,180045,121430.0336,44451,45869,-1418,-3.0914,GO,145570000,44918404,190488404,2.6973,3.5296,809,3275,0.3746
Lueders-Avoca ISD,2011,1.17,0.07,1.24,63512653,1880201,590,581798.8476,109,118,-9,-7.6271,GO,1300000,808198,2108198,2.0468,3.3193,2203,11927,1.1213
Somerville ISD,2007,1.36,0.094,1.454,177911827,6019235,3920,337544.281,527,735,-208,-28.2993,GO,3025000,1634241,4659241,1.7003,2.6188,772,5740,0.7741
San Augustine ISD,2020,0.99,0.28,1.27,418984742,11033303,4334,704526.13,626.047,668,-41.953,-6.2804,GO,10075000,2828255,12903255,2.4046,3.0796,2325,16094,1.1695
Brookesmith ISD,2014,1.17,0.0405,1.2105,73038221,2296082,758,427291.5177,171,167,4,2.3952,GO,845000,172819,1017819,1.1569,1.3935,1115,4942,0.4433
Llano ISD,2016,1.04,0.128,1.168,3140432005,30663126,15260,1862567.0979,1705,1717,-12,-0.6989,GO,41010000,17002603,58012603,1.3059,1.8473,2687,24053,1.8919
Slidell ISD,2007,1.221,0.15,1.371,130448150,2977714,2233,544930.3423,239,360,-121,-33.6111,GO,2655000,1614378,4269378,2.0353,3.2729,1189,11109,1.4338
Onalaska ISD,2021,0.9764,0.1889,1.1653,587252281,14051976,1030,562449.72,1041.736,960,81.736,8.5142,GO,10159406,4632369,14791775,1.73,2.5188,9864,9750,1.0526
Maypearl ISD,2017,1.04,0.277,1.317,287715252,10560110,4716,254708.9734,1062,960,102,10.625,GO,14398448,6530496,20928944,5.0044,7.2742,3053,13558,1.9819
Sam Rayburn ISD,2017,1.17,0.16,1.33,102493048,5078952,2504,189324.1983,492,450,42,9.3333,GO,3760000,2471950,6231950,3.6685,6.0804,1502,7642,1.227
Claude ISD,2021,0.9664,0.055,1.0214,210999886,6894751,1859,758786.57,277.976,310,-32.024,-10.3303,GO,1085000,152325,1237325,0.5142,0.5864,584,3903,0.1795
Los Fresnos CISD,2013,1.17,0.02,1.19,1348113430,100247143,28516,141110.6642,9554,8616,938,10.8867,GO,41585000,29602399,71187399,3.0847,5.2805,1458,4353,0.7101
